time,signal
0.0,0.0
0.005,2.938926261462366
0.01,4.755282581475767
0.015,4.755282581475768
0.02,2.9389262614623664
0.025,6.123233995736766e-16
0.03,-2.938926261462365
0.035,-4.755282581475767
0.04,-4.755282581475768
0.045,-2.938926261462367
0.05,-1.2246467991473533e-15
0.055,2.9389262614623646
0.06,4.755282581475767
0.065,4.755282581475768
0.07,2.938926261462367
0.075,1.8369701987210296e-15
0.08,-2.938926261462364
0.085,-4.755282581475767
0.09,-4.755282581475769
0.095,-2.9389262614623672
0.1,-2.4492935982947065e-15
0.105,2.9389262614623632
0.11,4.755282581475767
0.115,4.755282581475769
0.12,2.9389262614623677
0.125,3.061616997868383e-15
0.13,-2.938926261462363
0.135,-4.755282581475767
0.14,-4.755282581475769
0.145,-2.9389262614623686
0.15,-3.673940397442059e-15
0.155,2.9389262614623624
0.16,4.755282581475766
0.165,4.755282581475769
0.17,2.938926261462369
0.17500000000000002,-1.3477304596986768e-14
0.18,-2.938926261462362
0.185,-4.755282581475766
0.19,-4.755282581475769
0.195,-2.9389262614623695
0.2,-4.898587196589413e-15
0.20500000000000002,2.9389262614623757
0.21,4.755282581475766
0.215,4.755282581475769
0.22,2.9389262614623703
0.225,5.5109105961630896e-15
0.23,-2.9389262614623615
0.23500000000000001,-4.755282581475772
0.24,-4.75528258147577
0.245,-2.938926261462371
0.25,-6.123233995736766e-15
0.255,2.9389262614623752
0.26,4.755282581475766
0.265,4.755282581475765
0.27,2.9389262614623712
0.275,-1.1028010998692062e-14
0.28,-2.93892626146236
0.28500000000000003,-4.755282581475771
0.29,-4.75528258147577
0.295,-2.9389262614623854
0.3,-7.347880794884118e-15
0.305,2.938926261462345
0.31,4.7552825814757655
0.315,4.755282581475765
0.32,2.9389262614623717
0.325,-9.803364199544707e-15
0.33,-2.938926261462359
0.335,-4.755282581475771
0.34,-4.75528258147577
0.34500000000000003,-2.938926261462358
0.35000000000000003,2.6954609193973536e-14
0.355,2.938926261462344
0.36,4.755282581475765
0.365,4.755282581475776
0.37,2.938926261462373
0.375,2.6948419387607653e-14
0.38,-2.938926261462358
0.385,-4.75528258147577
0.39,-4.755282581475771
0.395,-2.938926261462359
0.4,-9.797174393178826e-15
0.405,2.9389262614623717
0.41000000000000003,4.755282581475776
0.41500000000000004,4.7552825814757655
0.42,2.938926261462374
0.425,2.8173066186755008e-14
0.43,-2.938926261462357
0.435,-4.755282581475759
0.44,-4.755282581475771
0.445,-2.93892626146236
0.45,-1.1021821192326179e-14
0.455,2.9389262614623712
0.46,4.755282581475765
0.465,4.755282581475766
0.47000000000000003,2.9389262614623464
0.47500000000000003,-6.12942380210265e-15
0.48,-2.938926261462356
0.485,-4.755282581475758
0.49,-4.755282581475772
0.495,-2.93892626146239
0.5,-1.2246467991473532e-14
0.505,2.9389262614623703
0.51,4.755282581475775
0.515,4.755282581475777
0.52,2.9389262614623757
0.525,-4.904777002955297e-15
0.53,-2.938926261462384
0.535,-4.755282581475781
0.54,-4.755282581475772
0.545,-2.938926261462362
0.55,2.2056021997384124e-14
0.555,2.938926261462398
0.56,4.755282581475764
0.5650000000000001,4.755282581475766
0.5700000000000001,2.938926261462348
0.5750000000000001,-3.920726699181296e-14
0.58,-2.938926261462354
0.585,-4.755282581475747
0.59,-4.755282581475783
0.595,-2.9389262614623917
0.6,-1.4695761589768237e-14
0.605,2.9389262614623677
0.61,4.755282581475752
0.615,4.755282581475778
0.62,2.938926261462378
0.625,-2.45548340466059e-15
0.63,-2.938926261462382
0.635,-4.7552825814757576
0.64,-4.755282581475773
0.645,-2.938926261462364
0.65,1.9606728399089415e-14
0.655,2.9389262614623384
0.66,4.755282581475763
0.665,4.755282581475767
0.67,2.93892626146235
0.675,-3.6757973393518244e-14
0.68,-2.9389262614623526
0.685,-4.755282581475768
0.6900000000000001,-4.755282581475762
0.6950000000000001,-2.938926261462336
0.7000000000000001,5.390921838794707e-14
0.705,2.9389262614623086
0.71,4.755282581475751
0.715,4.755282581475779
0.72,2.93892626146238
0.725,-6.189806365883577e-18
0.73,-2.9389262614623224
0.735,-4.755282581475757
0.74,-4.7552825814757735
0.745,-2.9389262614623664
0.75,-5.3896838775215307e-14
0.755,2.938926261462336
0.76,4.755282581475762
0.765,4.755282581475768
0.77,2.9389262614623526
0.775,3.674559378078648e-14
0.78,-2.93892626146235
0.785,-4.755282581475767
0.79,-4.755282581475763
0.795,-2.9389262614623384
0.8,-1.9594348786357652e-14
0.805,2.938926261462364
0.81,4.755282581475773
0.8150000000000001,4.7552825814757576
0.8200000000000001,2.9389262614623246
0.8250000000000001,2.443103791928823e-15
0.8300000000000001,-2.938926261462378
0.835,-4.755282581475756
0.84,-4.755282581475774
0.845,-2.9389262614623677
0.85,-5.6346132373510016e-14
0.855,2.938926261462335
0.86,4.755282581475761
0.865,4.755282581475769
0.87,2.9389262614624116
0.875,3.919488737908119e-14
0.88,-2.938926261462348
0.885,-4.755282581475766
0.89,-4.755282581475764
0.895,-2.938926261462398
0.9,-2.2043642384652358e-14
0.905,2.9389262614623624
0.91,4.755282581475772
0.915,4.755282581475758
0.92,2.938926261462384
0.925,4.892397390223529e-15
0.93,-2.9389262614623757
0.935,-4.755282581475777
0.9400000000000001,-4.755282581475753
